GloOfs,RelOfs,LocOfs,Next,Data,DataType,GotoX,GotoY,GotoZ,State,State_S
105392,72618,8264,0,0,TT_NONE,0,0,0,0,CS_NONE
105400,72626,8272,0,0,TT_NONE,0,0,0,0,CS_NONE
105408,72634,8280,0,0,TT_NONE,0,0,0,0,CS_NONE
105416,72642,8288,0,0,TT_NONE,0,0,0,0,CS_NONE
105424,72650,8296,0,0,TT_NONE,0,0,0,0,CS_NONE
105432,72658,8304,0,0,TT_NONE,0,0,0,0,CS_NONE
105440,72666,8312,0,0,TT_NONE,0,0,0,0,CS_NONE
105448,72674,8320,0,0,TT_NONE,0,0,0,0,CS_NONE
105456,72682,8328,0,0,TT_NONE,0,0,0,0,CS_NONE
105464,72690,8336,0,0,TT_NONE,0,0,0,0,CS_NONE
105472,72698,8344,0,0,TT_NONE,0,0,0,0,CS_NONE
105480,72706,8352,0,0,TT_NONE,0,0,0,0,CS_NONE
105488,72714,8360,0,0,TT_NONE,0,0,0,0,CS_NONE
105496,72722,8368,0,0,TT_NONE,0,0,0,0,CS_NONE
105504,72730,8376,0,0,TT_NONE,0,0,0,0,CS_NONE
105512,72738,8384,0,0,TT_NONE,0,0,0,0,CS_NONE
105520,72746,8392,0,0,TT_NONE,0,0,0,0,CS_NONE
105528,72754,8400,0,0,TT_NONE,0,0,0,0,CS_NONE
105536,72762,8408,0,0,TT_NONE,0,0,0,0,CS_NONE
105544,72770,8416,0,0,TT_NONE,0,0,0,0,CS_NONE
105552,72778,8424,0,0,TT_NONE,0,0,0,0,CS_NONE
105560,72786,8432,0,0,TT_NONE,0,0,0,0,CS_NONE
105568,72794,8440,0,0,TT_NONE,0,0,0,0,CS_NONE
105576,72802,8448,0,0,TT_NONE,0,0,0,0,CS_NONE
105584,72810,8456,0,0,TT_NONE,0,0,0,0,CS_NONE
105592,72818,8464,0,0,TT_NONE,0,0,0,0,CS_NONE
105600,72826,8472,0,0,TT_NONE,0,0,0,0,CS_NONE
105608,72834,8480,0,0,TT_NONE,0,0,0,0,CS_NONE
105616,72842,8488,0,0,TT_NONE,0,0,0,0,CS_NONE
105624,72850,8496,0,0,TT_NONE,0,0,0,0,CS_NONE
105632,72858,8504,0,0,TT_NONE,0,0,0,0,CS_NONE
105640,72866,8512,0,0,TT_NONE,0,0,0,0,CS_NONE
105648,72874,8520,0,0,TT_NONE,0,0,0,0,CS_NONE
105656,72882,8528,0,0,TT_NONE,0,0,0,0,CS_NONE
105664,72890,8536,0,0,TT_NONE,0,0,0,0,CS_NONE
105672,72898,8544,0,0,TT_NONE,0,0,0,0,CS_NONE
105680,72906,8552,0,0,TT_NONE,0,0,0,0,CS_NONE
105688,72914,8560,0,0,TT_NONE,0,0,0,0,CS_NONE
105696,72922,8568,0,0,TT_NONE,0,0,0,0,CS_NONE
105704,72930,8576,0,0,TT_NONE,0,0,0,0,CS_NONE
105712,72938,8584,0,0,TT_NONE,0,0,0,0,CS_NONE
105720,72946,8592,0,0,TT_NONE,0,0,0,0,CS_NONE
105728,72954,8600,0,0,TT_NONE,0,0,0,0,CS_NONE
105736,72962,8608,0,0,TT_NONE,0,0,0,0,CS_NONE
105744,72970,8616,0,0,TT_NONE,0,0,0,0,CS_NONE
105752,72978,8624,0,0,TT_NONE,0,0,0,0,CS_NONE
105760,72986,8632,0,0,TT_NONE,0,0,0,0,CS_NONE
105768,72994,8640,0,0,TT_NONE,0,0,0,0,CS_NONE
105776,73002,8648,0,0,TT_NONE,0,0,0,0,CS_NONE
105784,73010,8656,0,0,TT_NONE,0,0,0,0,CS_NONE
105792,73018,8664,0,0,TT_NONE,0,0,0,0,CS_NONE
105800,73026,8672,0,0,TT_NONE,0,0,0,0,CS_NONE
105808,73034,8680,0,0,TT_NONE,0,0,0,0,CS_NONE
105816,73042,8688,0,0,TT_NONE,0,0,0,0,CS_NONE
105824,73050,8696,0,0,TT_NONE,0,0,0,0,CS_NONE
105832,73058,8704,0,0,TT_NONE,0,0,0,0,CS_NONE
105840,73066,8712,0,0,TT_NONE,0,0,0,0,CS_NONE
105848,73074,8720,0,0,TT_NONE,0,0,0,0,CS_NONE
105856,73082,8728,0,0,TT_NONE,0,0,0,0,CS_NONE
105864,73090,8736,0,0,TT_NONE,0,0,0,0,CS_NONE
105872,73098,8744,0,0,TT_NONE,0,0,0,0,CS_NONE
105880,73106,8752,0,0,TT_NONE,0,0,0,0,CS_NONE
105888,73114,8760,0,0,TT_NONE,0,0,0,0,CS_NONE
105896,73122,8768,0,0,TT_NONE,0,0,0,0,CS_NONE
105904,73130,8776,0,0,TT_NONE,0,0,0,0,CS_NONE
105912,73138,8784,0,0,TT_NONE,0,0,0,0,CS_NONE
105920,73146,8792,0,0,TT_NONE,0,0,0,0,CS_NONE
105928,73154,8800,0,0,TT_NONE,0,0,0,0,CS_NONE
105936,73162,8808,0,0,TT_NONE,0,0,0,0,CS_NONE
105944,73170,8816,0,0,TT_NONE,0,0,0,0,CS_NONE
105952,73178,8824,0,0,TT_NONE,0,0,0,0,CS_NONE
105960,73186,8832,0,0,TT_NONE,0,0,0,0,CS_NONE
105968,73194,8840,0,0,TT_NONE,0,0,0,0,CS_NONE
105976,73202,8848,0,0,TT_NONE,0,0,0,0,CS_NONE
105984,73210,8856,0,0,TT_NONE,0,0,0,0,CS_NONE
105992,73218,8864,0,0,TT_NONE,0,0,0,0,CS_NONE
106000,73226,8872,0,0,TT_NONE,0,0,0,0,CS_NONE
106008,73234,8880,0,0,TT_NONE,0,0,0,0,CS_NONE
106016,73242,8888,0,0,TT_NONE,0,0,0,0,CS_NONE
106024,73250,8896,0,0,TT_NONE,0,0,0,0,CS_NONE
106032,73258,8904,0,0,TT_NONE,0,0,0,0,CS_NONE
106040,73266,8912,0,0,TT_NONE,0,0,0,0,CS_NONE
106048,73274,8920,0,0,TT_NONE,0,0,0,0,CS_NONE
106056,73282,8928,0,0,TT_NONE,0,0,0,0,CS_NONE
106064,73290,8936,0,0,TT_NONE,0,0,0,0,CS_NONE
106072,73298,8944,0,0,TT_NONE,0,0,0,0,CS_NONE
106080,73306,8952,0,0,TT_NONE,0,0,0,0,CS_NONE
106088,73314,8960,0,0,TT_NONE,0,0,0,0,CS_NONE
106096,73322,8968,0,0,TT_NONE,0,0,0,0,CS_NONE
106104,73330,8976,0,0,TT_NONE,0,0,0,0,CS_NONE
106112,73338,8984,0,0,TT_NONE,0,0,0,0,CS_NONE
106120,73346,8992,0,0,TT_NONE,0,0,0,0,CS_NONE
106128,73354,9000,0,0,TT_NONE,0,0,0,0,CS_NONE
106136,73362,9008,0,0,TT_NONE,0,0,0,0,CS_NONE
106144,73370,9016,0,0,TT_NONE,0,0,0,0,CS_NONE
106152,73378,9024,0,0,TT_NONE,0,0,0,0,CS_NONE
106160,73386,9032,0,0,TT_NONE,0,0,0,0,CS_NONE
106168,73394,9040,0,0,TT_NONE,0,0,0,0,CS_NONE
106176,73402,9048,0,0,TT_NONE,0,0,0,0,CS_NONE
106184,73410,9056,0,0,TT_NONE,0,0,0,0,CS_NONE
106192,73418,9064,0,0,TT_NONE,0,0,0,0,CS_NONE
106200,73426,9072,0,0,TT_NONE,0,0,0,0,CS_NONE
106208,73434,9080,0,0,TT_NONE,0,0,0,0,CS_NONE
106216,73442,9088,0,0,TT_NONE,0,0,0,0,CS_NONE
106224,73450,9096,0,0,TT_NONE,0,0,0,0,CS_NONE
106232,73458,9104,0,0,TT_NONE,0,0,0,0,CS_NONE
106240,73466,9112,0,0,TT_NONE,0,0,0,0,CS_NONE
106248,73474,9120,0,0,TT_NONE,0,0,0,0,CS_NONE
106256,73482,9128,0,0,TT_NONE,0,0,0,0,CS_NONE
106264,73490,9136,0,0,TT_NONE,0,0,0,0,CS_NONE
106272,73498,9144,0,0,TT_NONE,0,0,0,0,CS_NONE
106280,73506,9152,0,0,TT_NONE,0,0,0,0,CS_NONE
106288,73514,9160,0,0,TT_NONE,0,0,0,0,CS_NONE
106296,73522,9168,0,0,TT_NONE,0,0,0,0,CS_NONE
106304,73530,9176,0,0,TT_NONE,0,0,0,0,CS_NONE
106312,73538,9184,0,0,TT_NONE,0,0,0,0,CS_NONE
106320,73546,9192,0,0,TT_NONE,0,0,0,0,CS_NONE
106328,73554,9200,0,0,TT_NONE,0,0,0,0,CS_NONE
106336,73562,9208,0,0,TT_NONE,0,0,0,0,CS_NONE
106344,73570,9216,0,0,TT_NONE,0,0,0,0,CS_NONE
106352,73578,9224,0,0,TT_NONE,0,0,0,0,CS_NONE
106360,73586,9232,0,0,TT_NONE,0,0,0,0,CS_NONE
106368,73594,9240,0,0,TT_NONE,0,0,0,0,CS_NONE
106376,73602,9248,0,0,TT_NONE,0,0,0,0,CS_NONE
106384,73610,9256,0,0,TT_NONE,0,0,0,0,CS_NONE
106392,73618,9264,0,0,TT_NONE,0,0,0,0,CS_NONE
106400,73626,9272,0,0,TT_NONE,0,0,0,0,CS_NONE
106408,73634,9280,0,0,TT_NONE,0,0,0,0,CS_NONE
106416,73642,9288,0,0,TT_NONE,0,0,0,0,CS_NONE
106424,73650,9296,0,0,TT_NONE,0,0,0,0,CS_NONE
106432,73658,9304,0,0,TT_NONE,0,0,0,0,CS_NONE
106440,73666,9312,0,0,TT_NONE,0,0,0,0,CS_NONE
106448,73674,9320,0,0,TT_NONE,0,0,0,0,CS_NONE
106456,73682,9328,0,0,TT_NONE,0,0,0,0,CS_NONE
106464,73690,9336,0,0,TT_NONE,0,0,0,0,CS_NONE
106472,73698,9344,0,0,TT_NONE,0,0,0,0,CS_NONE
106480,73706,9352,0,0,TT_NONE,0,0,0,0,CS_NONE
106488,73714,9360,0,0,TT_NONE,0,0,0,0,CS_NONE
106496,73722,9368,0,0,TT_NONE,0,0,0,0,CS_NONE
106504,73730,9376,0,0,TT_NONE,0,0,0,0,CS_NONE
106512,73738,9384,0,0,TT_NONE,0,0,0,0,CS_NONE
106520,73746,9392,0,0,TT_NONE,0,0,0,0,CS_NONE
106528,73754,9400,0,0,TT_NONE,0,0,0,0,CS_NONE
106536,73762,9408,0,0,TT_NONE,0,0,0,0,CS_NONE
106544,73770,9416,0,0,TT_NONE,0,0,0,0,CS_NONE
106552,73778,9424,0,0,TT_NONE,0,0,0,0,CS_NONE
106560,73786,9432,0,0,TT_NONE,0,0,0,0,CS_NONE
106568,73794,9440,0,0,TT_NONE,0,0,0,0,CS_NONE
106576,73802,9448,0,0,TT_NONE,0,0,0,0,CS_NONE
106584,73810,9456,0,0,TT_NONE,0,0,0,0,CS_NONE
106592,73818,9464,0,0,TT_NONE,0,0,0,0,CS_NONE
106600,73826,9472,0,0,TT_NONE,0,0,0,0,CS_NONE
106608,73834,9480,0,0,TT_NONE,0,0,0,0,CS_NONE
106616,73842,9488,0,0,TT_NONE,0,0,0,0,CS_NONE
106624,73850,9496,0,0,TT_NONE,0,0,0,0,CS_NONE
106632,73858,9504,0,0,TT_NONE,0,0,0,0,CS_NONE
106640,73866,9512,0,0,TT_NONE,0,0,0,0,CS_NONE
106648,73874,9520,0,0,TT_NONE,0,0,0,0,CS_NONE
106656,73882,9528,0,0,TT_NONE,0,0,0,0,CS_NONE
106664,73890,9536,0,0,TT_NONE,0,0,0,0,CS_NONE
106672,73898,9544,0,0,TT_NONE,0,0,0,0,CS_NONE
106680,73906,9552,0,0,TT_NONE,0,0,0,0,CS_NONE
106688,73914,9560,0,0,TT_NONE,0,0,0,0,CS_NONE
106696,73922,9568,0,0,TT_NONE,0,0,0,0,CS_NONE
106704,73930,9576,0,0,TT_NONE,0,0,0,0,CS_NONE
106712,73938,9584,0,0,TT_NONE,0,0,0,0,CS_NONE
106720,73946,9592,0,0,TT_NONE,0,0,0,0,CS_NONE
106728,73954,9600,0,0,TT_NONE,0,0,0,0,CS_NONE
106736,73962,9608,0,0,TT_NONE,0,0,0,0,CS_NONE
106744,73970,9616,0,0,TT_NONE,0,0,0,0,CS_NONE
106752,73978,9624,0,0,TT_NONE,0,0,0,0,CS_NONE
106760,73986,9632,0,0,TT_NONE,0,0,0,0,CS_NONE
106768,73994,9640,0,0,TT_NONE,0,0,0,0,CS_NONE
106776,74002,9648,0,0,TT_NONE,0,0,0,0,CS_NONE
106784,74010,9656,0,0,TT_NONE,0,0,0,0,CS_NONE
106792,74018,9664,0,0,TT_NONE,0,0,0,0,CS_NONE
106800,74026,9672,0,0,TT_NONE,0,0,0,0,CS_NONE
106808,74034,9680,0,0,TT_NONE,0,0,0,0,CS_NONE
106816,74042,9688,0,0,TT_NONE,0,0,0,0,CS_NONE
106824,74050,9696,0,0,TT_NONE,0,0,0,0,CS_NONE
106832,74058,9704,0,0,TT_NONE,0,0,0,0,CS_NONE
106840,74066,9712,0,0,TT_NONE,0,0,0,0,CS_NONE
106848,74074,9720,0,0,TT_NONE,0,0,0,0,CS_NONE
106856,74082,9728,0,0,TT_NONE,0,0,0,0,CS_NONE
106864,74090,9736,0,0,TT_NONE,0,0,0,0,CS_NONE
106872,74098,9744,0,0,TT_NONE,0,0,0,0,CS_NONE
106880,74106,9752,0,0,TT_NONE,0,0,0,0,CS_NONE
106888,74114,9760,0,0,TT_NONE,0,0,0,0,CS_NONE
106896,74122,9768,0,0,TT_NONE,0,0,0,0,CS_NONE
106904,74130,9776,0,0,TT_NONE,0,0,0,0,CS_NONE
106912,74138,9784,0,0,TT_NONE,0,0,0,0,CS_NONE
106920,74146,9792,0,0,TT_NONE,0,0,0,0,CS_NONE
106928,74154,9800,0,0,TT_NONE,0,0,0,0,CS_NONE
106936,74162,9808,0,0,TT_NONE,0,0,0,0,CS_NONE
106944,74170,9816,0,0,TT_NONE,0,0,0,0,CS_NONE
106952,74178,9824,0,0,TT_NONE,0,0,0,0,CS_NONE
106960,74186,9832,0,0,TT_NONE,0,0,0,0,CS_NONE
106968,74194,9840,0,0,TT_NONE,0,0,0,0,CS_NONE
106976,74202,9848,0,0,TT_NONE,0,0,0,0,CS_NONE
106984,74210,9856,0,0,TT_NONE,0,0,0,0,CS_NONE
106992,74218,9864,0,0,TT_NONE,0,0,0,0,CS_NONE
107000,74226,9872,0,0,TT_NONE,0,0,0,0,CS_NONE
107008,74234,9880,0,0,TT_NONE,0,0,0,0,CS_NONE
107016,74242,9888,0,0,TT_NONE,0,0,0,0,CS_NONE
107024,74250,9896,0,0,TT_NONE,0,0,0,0,CS_NONE
107032,74258,9904,0,0,TT_NONE,0,0,0,0,CS_NONE
107040,74266,9912,0,0,TT_NONE,0,0,0,0,CS_NONE
107048,74274,9920,0,0,TT_NONE,0,0,0,0,CS_NONE
107056,74282,9928,0,0,TT_NONE,0,0,0,0,CS_NONE
107064,74290,9936,0,0,TT_NONE,0,0,0,0,CS_NONE
107072,74298,9944,0,0,TT_NONE,0,0,0,0,CS_NONE
107080,74306,9952,0,0,TT_NONE,0,0,0,0,CS_NONE
107088,74314,9960,0,0,TT_NONE,0,0,0,0,CS_NONE
107096,74322,9968,0,0,TT_NONE,0,0,0,0,CS_NONE
107104,74330,9976,0,0,TT_NONE,0,0,0,0,CS_NONE
107112,74338,9984,0,0,TT_NONE,0,0,0,0,CS_NONE
107120,74346,9992,0,0,TT_NONE,0,0,0,0,CS_NONE
107128,74354,10000,0,0,TT_NONE,0,0,0,0,CS_NONE
107136,74362,10008,0,0,TT_NONE,0,0,0,0,CS_NONE
107144,74370,10016,0,0,TT_NONE,0,0,0,0,CS_NONE
107152,74378,10024,0,0,TT_NONE,0,0,0,0,CS_NONE
107160,74386,10032,0,0,TT_NONE,0,0,0,0,CS_NONE
107168,74394,10040,0,0,TT_NONE,0,0,0,0,CS_NONE
107176,74402,10048,0,0,TT_NONE,0,0,0,0,CS_NONE
107184,74410,10056,0,0,TT_NONE,0,0,0,0,CS_NONE
107192,74418,10064,0,0,TT_NONE,0,0,0,0,CS_NONE
107200,74426,10072,0,0,TT_NONE,0,0,0,0,CS_NONE
107208,74434,10080,0,0,TT_NONE,0,0,0,0,CS_NONE
107216,74442,10088,0,0,TT_NONE,0,0,0,0,CS_NONE
107224,74450,10096,0,0,TT_NONE,0,0,0,0,CS_NONE
107232,74458,10104,0,0,TT_NONE,0,0,0,0,CS_NONE
107240,74466,10112,0,0,TT_NONE,0,0,0,0,CS_NONE
107248,74474,10120,0,0,TT_NONE,0,0,0,0,CS_NONE
107256,74482,10128,0,0,TT_NONE,0,0,0,0,CS_NONE
107264,74490,10136,0,0,TT_NONE,0,0,0,0,CS_NONE
107272,74498,10144,0,0,TT_NONE,0,0,0,0,CS_NONE
107280,74506,10152,0,0,TT_NONE,0,0,0,0,CS_NONE
107288,74514,10160,0,0,TT_NONE,0,0,0,0,CS_NONE
107296,74522,10168,0,0,TT_NONE,0,0,0,0,CS_NONE
107304,74530,10176,0,0,TT_NONE,0,0,0,0,CS_NONE
107312,74538,10184,0,0,TT_NONE,0,0,0,0,CS_NONE
107320,74546,10192,0,0,TT_NONE,0,0,0,0,CS_NONE
107328,74554,10200,0,0,TT_NONE,0,0,0,0,CS_NONE
107336,74562,10208,0,0,TT_NONE,0,0,0,0,CS_NONE
107344,74570,10216,0,0,TT_NONE,0,0,0,0,CS_NONE
107352,74578,10224,0,0,TT_NONE,0,0,0,0,CS_NONE
107360,74586,10232,0,0,TT_NONE,0,0,0,0,CS_NONE
107368,74594,10240,0,0,TT_NONE,0,0,0,0,CS_NONE
107376,74602,10248,0,0,TT_NONE,0,0,0,0,CS_NONE
107384,74610,10256,0,0,TT_NONE,0,0,0,0,CS_NONE
107392,74618,10264,0,0,TT_NONE,0,0,0,0,CS_NONE
107400,74626,10272,0,0,TT_NONE,0,0,0,0,CS_NONE
107408,74634,10280,0,0,TT_NONE,0,0,0,0,CS_NONE
107416,74642,10288,0,0,TT_NONE,0,0,0,0,CS_NONE
107424,74650,10296,0,0,TT_NONE,0,0,0,0,CS_NONE
107432,74658,10304,0,0,TT_NONE,0,0,0,0,CS_NONE
107440,74666,10312,0,0,TT_NONE,0,0,0,0,CS_NONE
107448,74674,10320,0,0,TT_NONE,0,0,0,0,CS_NONE
107456,74682,10328,0,0,TT_NONE,0,0,0,0,CS_NONE
107464,74690,10336,0,0,TT_NONE,0,0,0,0,CS_NONE
107472,74698,10344,0,0,TT_NONE,0,0,0,0,CS_NONE
107480,74706,10352,0,0,TT_NONE,0,0,0,0,CS_NONE
107488,74714,10360,0,0,TT_NONE,0,0,0,0,CS_NONE
107496,74722,10368,0,0,TT_NONE,0,0,0,0,CS_NONE
107504,74730,10376,0,0,TT_NONE,0,0,0,0,CS_NONE
107512,74738,10384,0,0,TT_NONE,0,0,0,0,CS_NONE
107520,74746,10392,0,0,TT_NONE,0,0,0,0,CS_NONE
107528,74754,10400,0,0,TT_NONE,0,0,0,0,CS_NONE
107536,74762,10408,0,0,TT_NONE,0,0,0,0,CS_NONE
107544,74770,10416,0,0,TT_NONE,0,0,0,0,CS_NONE
107552,74778,10424,0,0,TT_NONE,0,0,0,0,CS_NONE
107560,74786,10432,0,0,TT_NONE,0,0,0,0,CS_NONE
107568,74794,10440,0,0,TT_NONE,0,0,0,0,CS_NONE
107576,74802,10448,0,0,TT_NONE,0,0,0,0,CS_NONE
107584,74810,10456,0,0,TT_NONE,0,0,0,0,CS_NONE
107592,74818,10464,0,0,TT_NONE,0,0,0,0,CS_NONE
107600,74826,10472,0,0,TT_NONE,0,0,0,0,CS_NONE
107608,74834,10480,0,0,TT_NONE,0,0,0,0,CS_NONE
107616,74842,10488,0,0,TT_NONE,0,0,0,0,CS_NONE
107624,74850,10496,0,0,TT_NONE,0,0,0,0,CS_NONE
107632,74858,10504,0,0,TT_NONE,0,0,0,0,CS_NONE
107640,74866,10512,0,0,TT_NONE,0,0,0,0,CS_NONE
107648,74874,10520,0,0,TT_NONE,0,0,0,0,CS_NONE
107656,74882,10528,0,0,TT_NONE,0,0,0,0,CS_NONE
107664,74890,10536,0,0,TT_NONE,0,0,0,0,CS_NONE
107672,74898,10544,0,0,TT_NONE,0,0,0,0,CS_NONE
107680,74906,10552,0,0,TT_NONE,0,0,0,0,CS_NONE
107688,74914,10560,0,0,TT_NONE,0,0,0,0,CS_NONE
107696,74922,10568,0,0,TT_NONE,0,0,0,0,CS_NONE
107704,74930,10576,0,0,TT_NONE,0,0,0,0,CS_NONE
107712,74938,10584,0,0,TT_NONE,0,0,0,0,CS_NONE
107720,74946,10592,0,0,TT_NONE,0,0,0,0,CS_NONE
107728,74954,10600,0,0,TT_NONE,0,0,0,0,CS_NONE
107736,74962,10608,0,0,TT_NONE,0,0,0,0,CS_NONE
107744,74970,10616,0,0,TT_NONE,0,0,0,0,CS_NONE
107752,74978,10624,0,0,TT_NONE,0,0,0,0,CS_NONE
107760,74986,10632,0,0,TT_NONE,0,0,0,0,CS_NONE
107768,74994,10640,0,0,TT_NONE,0,0,0,0,CS_NONE
107776,75002,10648,0,0,TT_NONE,0,0,0,0,CS_NONE
107784,75010,10656,0,0,TT_NONE,0,0,0,0,CS_NONE
107792,75018,10664,0,0,TT_NONE,0,0,0,0,CS_NONE
107800,75026,10672,0,0,TT_NONE,0,0,0,0,CS_NONE
107808,75034,10680,0,0,TT_NONE,0,0,0,0,CS_NONE
107816,75042,10688,0,0,TT_NONE,0,0,0,0,CS_NONE
107824,75050,10696,0,0,TT_NONE,0,0,0,0,CS_NONE
107832,75058,10704,0,0,TT_NONE,0,0,0,0,CS_NONE
107840,75066,10712,0,0,TT_NONE,0,0,0,0,CS_NONE
107848,75074,10720,0,0,TT_NONE,0,0,0,0,CS_NONE
107856,75082,10728,0,0,TT_NONE,0,0,0,0,CS_NONE
107864,75090,10736,0,0,TT_NONE,0,0,0,0,CS_NONE
107872,75098,10744,0,0,TT_NONE,0,0,0,0,CS_NONE
107880,75106,10752,0,0,TT_NONE,0,0,0,0,CS_NONE
107888,75114,10760,0,0,TT_NONE,0,0,0,0,CS_NONE
107896,75122,10768,0,0,TT_NONE,0,0,0,0,CS_NONE
107904,75130,10776,0,0,TT_NONE,0,0,0,0,CS_NONE
107912,75138,10784,0,0,TT_NONE,0,0,0,0,CS_NONE
107920,75146,10792,0,0,TT_NONE,0,0,0,0,CS_NONE
107928,75154,10800,0,0,TT_NONE,0,0,0,0,CS_NONE
107936,75162,10808,0,0,TT_NONE,0,0,0,0,CS_NONE
107944,75170,10816,0,0,TT_NONE,0,0,0,0,CS_NONE
107952,75178,10824,0,0,TT_NONE,0,0,0,0,CS_NONE
107960,75186,10832,0,0,TT_NONE,0,0,0,0,CS_NONE
107968,75194,10840,0,0,TT_NONE,0,0,0,0,CS_NONE
107976,75202,10848,0,0,TT_NONE,0,0,0,0,CS_NONE
107984,75210,10856,0,0,TT_NONE,0,0,0,0,CS_NONE
107992,75218,10864,0,0,TT_NONE,0,0,0,0,CS_NONE
108000,75226,10872,0,0,TT_NONE,0,0,0,0,CS_NONE
108008,75234,10880,0,0,TT_NONE,0,0,0,0,CS_NONE
108016,75242,10888,0,0,TT_NONE,0,0,0,0,CS_NONE
108024,75250,10896,0,0,TT_NONE,0,0,0,0,CS_NONE
108032,75258,10904,0,0,TT_NONE,0,0,0,0,CS_NONE
108040,75266,10912,0,0,TT_NONE,0,0,0,0,CS_NONE
108048,75274,10920,0,0,TT_NONE,0,0,0,0,CS_NONE
108056,75282,10928,0,0,TT_NONE,0,0,0,0,CS_NONE
108064,75290,10936,0,0,TT_NONE,0,0,0,0,CS_NONE
108072,75298,10944,0,0,TT_NONE,0,0,0,0,CS_NONE
108080,75306,10952,0,0,TT_NONE,0,0,0,0,CS_NONE
108088,75314,10960,0,0,TT_NONE,0,0,0,0,CS_NONE
108096,75322,10968,0,0,TT_NONE,0,0,0,0,CS_NONE
108104,75330,10976,0,0,TT_NONE,0,0,0,0,CS_NONE
108112,75338,10984,0,0,TT_NONE,0,0,0,0,CS_NONE
