GloOfs,RelOfs,Index,Prev,Next,UseCount,Player,Flags,ActionType,ActionType_S,Action,Action_S,X,Y,Z
114090,81316,0,0,0,0,255,0,3,CPOAT_KILL_HUMAN_PLAYER,0,CPOA_NONE,0,0,0
114105,81331,1,0,2,0,1,0,7,CPOAT_WAIT_TIME,0,CPOA_NONE,50,0,0
114120,81346,2,1,0,0,1,0,3,CPOAT_KILL_HUMAN_PLAYER,0,CPOA_NONE,0,0,0
114135,81361,3,0,4,0,2,0,7,CPOAT_WAIT_TIME,0,CPOA_NONE,10,0,0
114150,81376,4,3,0,0,2,0,3,CPOAT_KILL_HUMAN_PLAYER,0,CPOA_NONE,0,0,0
114165,81391,5,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114180,81406,6,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114195,81421,7,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114210,81436,8,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114225,81451,9,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114240,81466,10,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114255,81481,11,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114270,81496,12,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114285,81511,13,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114300,81526,14,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114315,81541,15,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114330,81556,16,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114345,81571,17,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114360,81586,18,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114375,81601,19,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114390,81616,20,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114405,81631,21,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114420,81646,22,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114435,81661,23,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114450,81676,24,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114465,81691,25,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114480,81706,26,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114495,81721,27,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114510,81736,28,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114525,81751,29,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114540,81766,30,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114555,81781,31,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114570,81796,32,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114585,81811,33,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114600,81826,34,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114615,81841,35,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114630,81856,36,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114645,81871,37,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114660,81886,38,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114675,81901,39,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114690,81916,40,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114705,81931,41,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114720,81946,42,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114735,81961,43,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114750,81976,44,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114765,81991,45,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114780,82006,46,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114795,82021,47,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114810,82036,48,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114825,82051,49,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114840,82066,50,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114855,82081,51,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114870,82096,52,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114885,82111,53,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114900,82126,54,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114915,82141,55,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114930,82156,56,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114945,82171,57,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114960,82186,58,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114975,82201,59,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
114990,82216,60,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115005,82231,61,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115020,82246,62,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115035,82261,63,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115050,82276,64,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115065,82291,65,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115080,82306,66,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115095,82321,67,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115110,82336,68,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115125,82351,69,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115140,82366,70,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115155,82381,71,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115170,82396,72,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115185,82411,73,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115200,82426,74,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115215,82441,75,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115230,82456,76,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115245,82471,77,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115260,82486,78,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115275,82501,79,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115290,82516,80,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115305,82531,81,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115320,82546,82,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115335,82561,83,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115350,82576,84,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115365,82591,85,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115380,82606,86,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115395,82621,87,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115410,82636,88,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115425,82651,89,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115440,82666,90,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115455,82681,91,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115470,82696,92,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115485,82711,93,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115500,82726,94,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115515,82741,95,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115530,82756,96,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115545,82771,97,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115560,82786,98,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115575,82801,99,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115590,82816,100,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115605,82831,101,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115620,82846,102,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115635,82861,103,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115650,82876,104,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115665,82891,105,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115680,82906,106,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115695,82921,107,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115710,82936,108,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115725,82951,109,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115740,82966,110,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115755,82981,111,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115770,82996,112,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115785,83011,113,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115800,83026,114,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115815,83041,115,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115830,83056,116,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115845,83071,117,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115860,83086,118,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115875,83101,119,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115890,83116,120,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115905,83131,121,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115920,83146,122,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115935,83161,123,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115950,83176,124,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115965,83191,125,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115980,83206,126,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
115995,83221,127,0,0,0,0,64,0,CPOAT_NONE,0,CPOA_NONE,0,0,0
